chromosome	strand	start_fw	end_fw	CGs_fw	length_fw	score_fw	start_rev	end_rev	CGs_rev	length_rev	score_rev	length_product	score_product	cov_contr	cov_tumor	meth_contr	meth_tumor	gc_fw	gc_rev	gene
chr22	-	37825238	37825258	4	20	2740.33	37825306	37825329	3	23	2048.29	91	4788.62	14.8	23.6	0.74	96.24	0.75	0.75	GALR3 GALR3 GALR3 GALR3
chr7	-	128031623	128031647	3	24	2504.23	128031913	128031935	3	22	2272.17	312	4776.4	12.86	32.94	0.0	79.56	0.83	0.83	SND1 SND1 LRRC4 LRRC4 LRRC4 LRRC4
chr7	+	128104252	128104274	4	22	2031.95	128104470	128104488	4	18	2743.0	236	4774.95	14.26	27.4	0.66	72.32	0.77	0.77	
chr15	+	90956784	90956808	3	24	1978.79	90956850	90956870	4	20	2782.39	86	4761.18	19.3	24.1	0.22	93.05	0.79	0.79	RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1
chr1	-	207959322	207959340	5	18	2960.72	207959692	207959710	3	18	1794.57	388	4755.29	17.0	21.5	1.44	91.98	0.78	0.78	LINC02767 LINC02767 LINC02767
chr15	+	90956778	90956802	3	24	1971.45	90956850	90956870	4	20	2782.39	92	4753.84	19.3	24.1	0.7	92.9	0.75	0.75	RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1 RCCD1
chr11	-	57476480	57476503	5	23	2912.64	57476580	57476601	3	21	1834.32	121	4746.96	19.52	24.1	1.37	81.0	0.78	0.78	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr13	+	41458302	41458326	5	24	3009.66	41458418	41458441	3	23	1735.58	139	4745.24	12.9	21.14	1.16	92.55	0.79	0.79	RGCC RGCC RGCC RGCC RGCC RGCC RGCC RGCC RGCC RGCC RGCC
chr15	+	101746057	101746077	4	20	2155.49	101746247	101746267	4	20	2584.25	210	4739.74	18.14	23.25	1.42	84.9	0.8	0.8	
chr7	-	128031716	128031740	4	24	2566.09	128031901	128031920	3	19	2171.24	204	4737.33	12.88	33.0	0.26	68.15	0.96	0.96	SND1 SND1 LRRC4 LRRC4
chr22	-	37825230	37825249	4	19	2761.19	37825297	37825317	3	20	1973.46	87	4734.65	14.8	23.62	0.52	94.55	0.74	0.74	GALR3 GALR3 GALR3 GALR3
chr3	-	194487579	194487603	3	24	1999.18	194487707	194487730	4	23	2729.54	151	4728.72	16.99	23.56	0.64	95.19	0.79	0.79	ATP13A3 ATP13A3 ATP13A3 ATP13A3 ATP13A3 ATP13A3 ATP13A3-DT ATP13A3-DT ATP13A3-DT
chr7	-	139036029	139036052	3	23	1498.33	139036156	139036174	5	18	3226.35	145	4724.68	14.96	35.4	0.32	54.14	0.87	0.87	
chr3	+	128491966	128491989	4	23	2679.08	128492208	128492227	3	19	2042.54	261	4721.62	13.02	24.34	0.25	92.69	0.78	0.78	GATA2 GATA2 GATA2-AS1 GATA2-AS1
chr11	-	57476480	57476503	5	23	2912.64	57476731	57476752	3	21	1806.01	272	4718.65	19.5	24.3	0.71	79.88	0.78	0.78	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr15	+	101746047	101746071	4	24	2129.66	101746247	101746267	4	20	2584.25	220	4713.91	18.0	23.28	1.41	84.08	0.88	0.88	
chr22	-	37825238	37825258	4	20	2740.33	37825297	37825317	3	20	1973.46	79	4713.79	14.8	23.6	0.74	94.31	0.75	0.75	GALR3 GALR3 GALR3 GALR3
chr11	-	849698	849720	4	22	2269.56	849742	849766	4	24	2441.15	68	4710.71	20.4	20.4	0.84	93.83	0.73	0.73	TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4 TSPAN4
chr3	-	158097870	158097893	3	23	1986.84	158098129	158098152	4	23	2718.79	282	4705.63	18.99	23.45	0.43	96.36	0.57	0.57	SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2
chr9	+	96021017	96021041	5	24	2624.14	96021067	96021089	4	22	2061.2	72	4685.34	16.8	19.2	0.0	88.56	0.92	0.92	ERCC6L2 ERCC6L2 ERCC6L2 ERCC6L2 LINC00092 LINC00092 LINC00092
chr4	+	143559390	143559411	5	21	2916.02	143559478	143559502	3	24	1761.52	112	4677.54	12.53	19.94	0.0	96.58	0.76	0.76	
chr7	-	128031623	128031647	3	24	2504.23	128031901	128031920	3	19	2171.24	297	4675.47	12.9	32.9	0.0	78.08	0.83	0.83	SND1 SND1 LRRC4 LRRC4 LRRC4 LRRC4
chr4	+	143559390	143559411	5	21	2916.02	143559499	143559517	3	18	1757.2	127	4673.22	12.53	19.9	0.28	96.72	0.76	0.76	
chr3	-	158097870	158097893	3	23	1986.84	158098150	158098168	4	18	2677.78	298	4664.62	18.87	23.4	0.65	95.68	0.57	0.57	SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2
chr1	+	232805594	232805616	4	22	1790.14	232805676	232805700	6	24	2872.02	106	4662.16	14.06	20.06	0.28	77.06	0.86	0.86	MAP10 MAP10 MAP10 MAP10
chr9	+	132590390	132590411	5	21	2879.07	132590526	132590544	3	18	1776.38	154	4655.45	15.05	22.46	0.92	85.88	0.86	0.86	
chrX	+	3843284	3843302	6	18	3647.05	3843658	3843680	4	22	999.16	396	4646.21	24.7	38.85	1.35	36.25	0.94	0.94	LOC389906 LOC389906
chr20	-	63738029	63738048	3	19	1986.29	63738073	63738092	4	19	2654.15	63	4640.44	17.31	24.0	0.82	94.12	0.84	0.84	LIME1 LIME1 LIME1 LIME1 LIME1 LIME1 LIME1 LIME1 LIME1 LIME1
chr3	-	158098107	158098129	3	22	1961.38	158098150	158098168	4	18	2677.78	61	4639.16	18.97	23.44	1.2	94.72	0.77	0.77	SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2 SHOX2
chr7	-	128031623	128031647	3	24	2504.23	128031740	128031762	3	22	2133.44	139	4637.67	12.86	33.3	0.0	76.57	0.83	0.83	SND1 SND1 LRRC4 LRRC4 LRRC4 LRRC4
chr2	+	240455964	240455987	4	23	2040.34	240456161	240456181	5	20	2576.31	217	4616.65	14.3	17.85	0.6	94.61	0.78	0.78	GPC1 GPC1 GPC1 GPC1 GPC1-AS1 GPC1-AS1
chrX	+	3843295	3843315	5	20	2823.28	3843507	3843526	3	19	1780.16	231	4603.44	25.08	39.1	0.84	48.64	0.9	0.9	LOC389906 LOC389906
chr7	-	27166053	27166075	3	22	2252.08	27166229	27166247	3	18	2338.46	194	4590.54	16.3	26.64	0.61	95.18	0.5	0.5	HOXA10-HOXA9 HOXA10-HOXA9
chr3	-	50276005	50276026	3	21	2295.16	50276276	50276297	3	21	2285.35	292	4580.51	15.5	26.76	0.56	94.7	0.76	0.76	SEMA3B SEMA3B SEMA3B SEMA3B SEMA3B SEMA3B SEMA3B SEMA3B
chr1	+	232805676	232805700	6	24	2872.02	232805876	232805898	3	22	1703.22	222	4575.24	14.32	20.36	0.64	86.38	0.83	0.83	MAP10 MAP10 MAP10 MAP10
chr11	+	61828682	61828704	3	22	1038.73	61828860	61828880	6	20	3529.88	198	4568.61	17.36	22.74	0.6	67.37	0.64	0.64	FADS2 FADS2 FADS2 FADS2 FADS2
chr3	+	128492208	128492227	3	19	2042.54	128492521	128492545	4	24	2522.27	337	4564.81	13.4	24.56	0.44	89.12	0.68	0.68	GATA2 GATA2 GATA2-AS1 GATA2-AS1
chr12	+	49342308	49342331	3	23	1818.66	49342403	49342426	4	23	2742.43	118	4561.09	16.0	23.4	1.1	92.0	0.83	0.83	
chr1	+	232805676	232805700	6	24	2872.02	232805853	232805876	3	23	1685.23	200	4557.25	14.1	20.36	0.58	85.79	0.83	0.83	MAP10 MAP10 MAP10 MAP10
chr17	-	39225111	39225129	4	18	2008.66	39225204	39225222	5	18	2533.33	111	4541.99	15.76	17.2	0.25	93.32	0.83	0.83	STAC2 STAC2 STAC2 STAC2 STAC2 STAC2 STAC2
chr3	+	128492155	128492179	4	24	2489.57	128492208	128492227	3	19	2042.54	72	4532.11	13.2	24.52	0.16	88.54	0.71	0.71	GATA2 GATA2 GATA2-AS1 GATA2-AS1
chr3	-	52373200	52373223	3	23	1645.87	52373315	52373336	4	21	2885.26	136	4531.13	17.34	24.7	0.0	84.74	0.78	0.78	DNAH1 DNAH1 DNAH1 DNAH1 DNAH1
chr12	+	49342297	49342316	3	19	1786.44	49342403	49342426	4	23	2742.43	129	4528.87	16.0	23.4	1.42	91.22	0.68	0.68	
chr11	-	57476528	57476550	4	22	2600.82	57476715	57476737	3	22	1922.67	209	4523.49	19.5	24.26	0.94	87.14	0.82	0.82	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr7	+	26152668	26152691	3	23	699.59	26152881	26152905	6	24	3811.49	237	4511.08	16.36	22.54	1.6	64.02	0.74	0.74	NFE2L3 NFE2L3 NFE2L3 NFE2L3
chr1	+	151838554	151838574	3	20	1815.7	151838898	151838919	4	21	2692.99	365	4508.69	16.04	22.7	0.54	94.32	0.7	0.7	C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1
chrX	+	3843284	3843302	6	18	3647.05	3843650	3843672	4	22	851.98	388	4499.03	24.7	38.9	1.1	34.62	0.94	0.94	LOC389906 LOC389906
chr4	-	168877936	168877955	3	19	1965.95	168878078	168878098	4	20	2530.5	162	4496.45	13.6	23.14	0.56	93.32	0.63	0.63	PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD PALLD
chr12	-	49089936	49089957	3	21	1944.96	49090113	49090137	4	24	2537.57	201	4482.53	20.15	22.1	0.37	95.42	0.81	0.81	DHH DHH DHH DHH DHH DHH DHH DHH DHH DHH
chr7	+	26152842	26152863	3	21	1968.46	26152887	26152905	4	18	2504.22	63	4472.68	16.4	22.46	0.5	95.25	0.81	0.81	NFE2L3 NFE2L3 NFE2L3 NFE2L3
chr1	+	151838535	151838557	3	22	1776.84	151838898	151838919	4	21	2692.99	384	4469.83	16.0	22.66	0.54	93.62	0.73	0.73	C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1
chr6	+	392871	392893	4	22	2509.88	393113	393133	3	20	1953.23	262	4463.11	16.72	23.3	0.0	90.7	0.82	0.82	IRF4 IRF4 IRF4 IRF4 IRF4 IRF4
chr17	-	61409494	61409518	5	24	2738.43	61409651	61409673	3	22	1719.01	179	4457.44	19.02	20.16	0.46	92.99	0.88	0.88	
chr7	+	26152863	26152887	4	24	2644.27	26152914	26152932	3	18	1812.56	69	4456.83	16.4	22.36	0.22	94.2	0.83	0.83	NFE2L3 NFE2L3 NFE2L3 NFE2L3
chr7	-	128031412	128031433	3	21	2305.43	128031740	128031762	3	22	2133.44	350	4438.87	13.3	33.03	0.0	73.82	0.76	0.76	SND1 SND1 LRRC4 LRRC4 LRRC4 LRRC4 LRRC4
chr3	-	99876133	99876153	3	20	1944.32	99876275	99876298	4	23	2492.66	165	4436.98	15.9	22.0	0.82	95.72	0.75	0.75	CMSS1 CMSS1 FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L FILIP1L
chr22	+	31345313	31345334	4	21	2131.35	31345454	31345478	4	24	2304.81	165	4436.16	18.37	20.88	1.1	90.08	0.81	0.81	PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1
chr11	-	57476528	57476550	4	22	2600.82	57476580	57476601	3	21	1834.32	73	4435.14	19.52	24.1	1.82	85.79	0.82	0.82	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr3	+	128492521	128492545	4	24	2522.27	128492577	128492600	3	23	1905.18	79	4427.45	13.54	24.5	1.02	86.26	0.88	0.88	GATA2 GATA2 GATA2-AS1 GATA2-AS1
chr7	+	26152652	26152670	3	18	609.58	26152881	26152905	6	24	3811.49	253	4421.07	16.3	22.46	1.6	62.09	0.78	0.78	NFE2L3 NFE2L3 NFE2L3 NFE2L3
chr11	+	61828663	61828685	3	22	881.18	61828860	61828880	6	20	3529.88	217	4411.06	17.4	22.7	0.36	63.6	0.68	0.68	FADS2 FADS2 FADS2 FADS2 FADS2
chr12	-	49089933	49089957	4	24	2523.74	49090115	49090137	3	22	1885.49	204	4409.23	20.13	22.1	0.36	93.8	0.83	0.83	DHH DHH DHH DHH DHH DHH DHH DHH DHH DHH
chr11	-	57476528	57476550	4	22	2600.82	57476731	57476752	3	21	1806.01	224	4406.83	19.5	24.3	1.16	84.66	0.82	0.82	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr7	-	128031740	128031762	3	22	2133.44	128031913	128031935	3	22	2272.17	195	4405.61	12.8	33.03	0.0	73.2	0.95	0.95	SND1 SND1 LRRC4 LRRC4
chr22	+	19523475	19523498	4	23	2474.9	19523678	19523702	3	24	1914.2	227	4389.1	12.4	22.0	0.6	94.76	0.78	0.78	CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5
chr1	+	151838279	151838301	3	22	1861.55	151838413	151838432	4	19	2523.86	153	4385.41	15.3	21.76	0.8	96.95	0.91	0.91	C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1
chr7	+	26152842	26152863	3	21	1968.46	26152893	26152917	4	24	2416.53	75	4384.99	16.4	22.46	0.5	93.43	0.81	0.81	NFE2L3 NFE2L3 NFE2L3 NFE2L3
chr20	-	20369322	20369346	4	24	2356.38	20369512	20369536	3	24	2023.76	214	4380.14	15.96	25.8	0.34	83.36	0.79	0.79	INSM1 INSM1 INSM1 INSM1
chr20	-	20369329	20369353	4	24	2353.51	20369512	20369536	3	24	2023.76	207	4377.27	15.96	25.78	0.34	83.26	0.79	0.79	INSM1 INSM1 INSM1 INSM1
chr20	-	20369322	20369346	4	24	2356.38	20369520	20369539	3	19	2016.19	217	4372.57	15.93	25.8	0.34	83.15	0.79	0.79	INSM1 INSM1 INSM1 INSM1
chr20	-	20369329	20369353	4	24	2353.51	20369520	20369539	3	19	2016.19	210	4369.7	15.93	25.78	0.34	83.04	0.79	0.79	INSM1 INSM1 INSM1 INSM1
chr22	+	31345307	31345329	4	22	2064.48	31345454	31345478	4	24	2304.81	171	4369.29	18.37	20.85	1.27	88.05	0.86	0.86	PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1 PATZ1
chr7	+	26152842	26152863	3	21	1968.46	26152890	26152914	4	24	2399.89	72	4368.35	16.4	22.46	0.5	93.21	0.81	0.81	NFE2L3 NFE2L3 NFE2L3 NFE2L3
chr22	+	19523471	19523493	4	22	2450.61	19523678	19523702	3	24	1914.2	231	4364.81	12.37	22.0	0.82	94.4	0.73	0.73	CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5
chr2	-	127415950	127415969	3	19	1601.47	127416186	127416209	5	23	2760.71	259	4362.18	17.3	18.84	0.76	97.89	0.74	0.74	
chr20	+	58649933	58649952	3	19	2235.55	58650254	58650272	3	18	2124.61	339	4360.16	19.2	25.96	1.2	93.46	0.84	0.84	
chr6	+	392810	392834	3	24	1847.63	392871	392893	4	22	2509.88	83	4357.51	16.19	23.76	0.24	86.26	0.71	0.71	IRF4 IRF4 IRF4 IRF4 IRF4 IRF4
chr3	+	37452451	37452474	3	23	1435.05	37452670	37452694	5	24	2911.86	243	4346.91	15.92	22.1	0.64	79.42	0.74	0.74	ITGA9 ITGA9 ITGA9 ITGA9
chr15	+	101746090	101746112	3	22	1761.5	101746247	101746267	4	20	2584.25	177	4345.75	17.69	23.25	1.43	88.23	0.68	0.68	
chr4	+	143559390	143559411	5	21	2916.02	143559438	143559459	3	21	1429.12	69	4345.14	12.52	20.0	0.3	87.52	0.76	0.76	
chr3	+	37452451	37452474	3	23	1435.05	37452685	37452703	5	18	2909.2	252	4344.25	15.92	22.1	0.64	79.37	0.74	0.74	ITGA9 ITGA9 ITGA9 ITGA9
chr20	+	58649933	58649952	3	19	2235.55	58650169	58650187	3	18	2104.1	254	4339.65	19.2	26.06	1.12	92.82	0.84	0.84	
chr1	+	151838413	151838432	4	19	2523.86	151838554	151838574	3	20	1815.7	161	4339.56	15.64	22.1	0.76	94.14	0.95	0.95	C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1
chr17	-	79815200	79815223	5	23	2738.8	79815414	79815437	3	23	1599.39	237	4338.19	14.6	18.46	0.0	95.73	0.78	0.78	
chr17	+	61409495	61409517	3	22	1883.66	61409637	61409658	4	21	2453.08	163	4336.74	17.77	21.48	0.75	95.5	0.86	0.86	
chr17	-	61409494	61409518	5	24	2738.43	61409638	61409659	3	21	1597.03	165	4335.46	18.98	20.2	0.46	89.65	0.88	0.88	
chr22	+	19523475	19523498	4	23	2474.9	19523624	19523646	3	22	1856.91	171	4331.81	12.78	22.0	0.6	93.57	0.78	0.78	CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5
chr17	-	17495114	17495136	3	22	1960.12	17495235	17495259	4	24	2369.65	145	4329.77	16.2	21.9	0.52	93.71	0.68	0.68	RASD1 RASD1 RASD1 RASD1 RASD1
chr17	-	79815197	79815221	5	24	2717.54	79815414	79815437	3	23	1599.39	240	4316.93	14.66	18.46	0.0	95.31	0.79	0.79	
chr17	-	17495117	17495141	3	24	1945.58	17495235	17495259	4	24	2369.65	142	4315.23	16.2	21.9	1.06	93.31	0.67	0.67	RASD1 RASD1 RASD1 RASD1 RASD1
chr22	+	19523471	19523493	4	22	2450.61	19523624	19523646	3	22	1856.91	175	4307.52	12.76	22.0	0.82	93.21	0.73	0.73	CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5 CLDN5
chr3	-	50340536	50340559	4	23	2725.05	50340689	50340713	4	24	1581.64	177	4306.69	16.65	27.33	0.25	65.43	0.78	0.78	RASSF1 RASSF1 RASSF1 RASSF1
chr7	-	128031740	128031762	3	22	2133.44	128031901	128031920	3	19	2171.24	180	4304.68	12.83	33.0	0.0	71.72	0.95	0.95	SND1 SND1 LRRC4 LRRC4
chr13	+	41457967	41457991	3	24	1291.45	41458302	41458326	5	24	3009.66	359	4301.11	13.5	21.16	0.0	81.1	0.88	0.88	RGCC RGCC RGCC RGCC RGCC
chr1	+	151838413	151838432	4	19	2523.86	151838535	151838557	3	22	1776.84	144	4300.7	15.6	22.06	0.76	93.43	0.95	0.95	C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1 C2CD4D-AS1
chr2	-	25277107	25277130	5	23	2024.95	25277466	25277488	5	22	2267.27	381	4292.22	13.78	16.42	0.55	85.19	0.91	0.91	DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A
chr11	-	57476484	57476503	3	19	1686.94	57476528	57476550	4	22	2600.82	66	4287.76	19.6	24.0	1.76	82.86	0.74	0.74	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr2	-	231614640	231614663	3	23	1783.94	231614822	231614845	4	23	2503.64	205	4287.58	17.58	20.71	0.25	96.79	0.7	0.7	
chr2	-	231614640	231614663	3	23	1783.94	231614824	231614848	4	24	2502.62	208	4286.56	17.55	20.68	0.25	96.94	0.7	0.7	
chr9	-	122219574	122219597	3	23	2164.07	122219825	122219846	3	21	2117.74	272	4281.81	16.67	26.3	0.94	90.51	0.83	0.83	LHX6 LHX6 LHX6 LHX6 LHX6 LHX6 LHX6 LHX6 LHX6 LHX6
chr7	+	128104254	128104274	3	20	1535.69	128104470	128104488	4	18	2743.0	234	4278.69	14.25	27.4	0.88	72.31	0.75	0.75	
chr2	-	231614822	231614845	4	23	2503.64	231614935	231614953	3	18	1769.69	131	4273.33	17.38	20.88	1.16	96.26	0.87	0.87	
chr7	-	139035817	139035837	3	20	1046.09	139036156	139036174	5	18	3226.35	357	4272.44	15.3	35.5	0.32	47.24	0.85	0.85	ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L ZC3HAV1L
chr2	-	231614824	231614848	4	24	2502.62	231614935	231614953	3	18	1769.69	129	4272.31	17.35	20.85	1.16	96.41	0.88	0.88	
chr6	+	392871	392893	4	22	2509.88	393027	393051	3	24	1756.26	180	4266.14	16.19	23.34	0.86	85.82	0.82	0.82	IRF4 IRF4 IRF4 IRF4 IRF4 IRF4
chr2	-	231614640	231614663	3	23	1783.94	231614828	231614850	4	22	2481.78	210	4265.72	17.57	20.66	0.26	96.58	0.7	0.7	
chr9	+	96020943	96020961	3	18	1639.41	96021017	96021041	5	24	2624.14	98	4263.55	16.96	19.4	1.44	90.3	0.83	0.83	ERCC6L2 ERCC6L2 ERCC6L2 ERCC6L2 LINC00092 LINC00092 LINC00092
chr2	-	70888832	70888855	3	23	2145.86	70888906	70888924	3	18	2109.26	92	4255.12	19.43	24.76	0.72	94.82	0.74	0.74	LINC01143 LINC01143
chr17	+	61409474	61409495	3	21	1801.81	61409637	61409658	4	21	2453.08	184	4254.89	17.57	21.44	0.42	93.43	0.71	0.71	
chrX	+	130171932	130171954	5	22	2161.35	130171977	130171998	5	21	2092.97	66	4254.32	9.98	14.64	0.0	96.08	0.73	0.73	RAB33A RAB33A
chr20	+	58650254	58650272	3	18	2124.61	58650395	58650416	3	21	2129.38	162	4253.99	19.7	25.66	2.08	92.58	0.89	0.89	
chr2	-	231614828	231614850	4	22	2481.78	231614935	231614953	3	18	1769.69	125	4251.47	17.37	20.82	1.18	96.05	0.86	0.86	
chr2	-	25277116	25277135	5	19	1980.19	25277466	25277488	5	22	2267.27	372	4247.46	13.78	16.44	0.55	84.0	0.89	0.89	DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A DNMT3A
chr17	+	2057149	2057172	4	23	2402.51	2057405	2057429	3	24	1842.76	280	4245.27	15.5	21.5	0.91	93.82	0.96	0.96	HIC1 HIC1 HIC1 HIC1 HIC1 HIC1 HIC1
chr22	-	23181246	23181266	3	20	1968.8	23181393	23181415	3	22	2272.13	169	4240.93	18.94	27.06	1.43	86.7	0.9	0.9	BCR BCR BCR BCR BCR BCR BCR
chrX	+	130171899	130171920	5	21	2147.65	130171977	130171998	5	21	2092.97	99	4240.62	10.0	14.64	0.0	95.66	0.86	0.86	RAB33A RAB33A
chr3	-	50340536	50340559	4	23	2725.05	50340713	50340732	3	19	1513.51	196	4238.56	16.7	27.33	0.58	71.97	0.78	0.78	RASSF1 RASSF1 RASSF1 RASSF1
chr22	-	23181263	23181287	3	24	1964.18	23181393	23181415	3	22	2272.13	152	4236.31	18.9	27.06	1.16	86.66	0.88	0.88	BCR BCR BCR BCR BCR BCR BCR
chr22	-	23181266	23181290	3	24	1964.03	23181393	23181415	3	22	2272.13	149	4236.16	18.9	27.06	2.26	86.6	0.88	0.88	BCR BCR BCR BCR BCR BCR BCR
chrX	+	130171917	130171936	5	19	2141.0	130171977	130171998	5	21	2092.97	81	4233.97	10.02	14.64	0.0	95.58	0.79	0.79	RAB33A RAB33A
chr20	+	58650169	58650187	3	18	2104.1	58650395	58650416	3	21	2129.38	247	4233.48	19.7	25.76	2.0	91.94	0.89	0.89	
chrX	+	130171895	130171917	5	22	2138.67	130171977	130171998	5	21	2092.97	103	4231.64	10.0	14.64	0.0	95.56	0.86	0.86	RAB33A RAB33A
chrX	+	130171903	130171924	5	21	2135.88	130171977	130171998	5	21	2092.97	95	4228.85	10.0	14.64	0.0	95.45	0.81	0.81	RAB33A RAB33A
chr20	+	58650169	58650187	3	18	2104.1	58650254	58650272	3	18	2124.61	103	4228.71	19.6	25.7	0.59	92.08	0.89	0.89	
chr22	+	39242163	39242186	3	23	2081.35	39242233	39242253	3	20	2143.1	90	4224.45	17.2	24.87	1.61	93.81	0.74	0.74	PDGFB PDGFB PDGFB
chrX	+	130171932	130171954	5	22	2161.35	130171981	130172004	5	23	2057.46	72	4218.81	9.99	14.68	0.0	95.0	0.73	0.73	RAB33A RAB33A
chr1	+	232805594	232805616	4	22	1790.14	232805682	232805700	5	18	2427.51	106	4217.65	14.06	20.08	0.34	77.37	0.86	0.86	MAP10 MAP10 MAP10 MAP10
chr7	+	128104228	128104252	3	24	1474.58	128104470	128104488	4	18	2743.0	260	4217.58	14.33	27.44	0.0	71.38	0.75	0.75	
chr20	-	31587655	31587676	4	21	2084.15	31587972	31587994	5	22	2122.43	339	4206.58	20.3	24.06	0.42	63.79	0.76	0.76	
chr11	-	57476482	57476503	4	21	2283.62	57476715	57476737	3	22	1922.67	255	4206.29	19.5	24.26	0.62	81.54	0.76	0.76	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chrX	+	130171899	130171920	5	21	2147.65	130171981	130172004	5	23	2057.46	105	4205.11	10.02	14.68	0.0	94.58	0.86	0.86	RAB33A RAB33A
chr11	-	57476482	57476503	4	21	2283.62	57476563	57476586	3	23	1920.84	104	4204.46	19.52	24.06	1.74	82.4	0.76	0.76	RTN4RL2 RTN4RL2 RTN4RL2 RTN4RL2
chr20	-	31587972	31587994	5	22	2122.43	31588011	31588033	4	22	2080.54	61	4202.97	20.12	23.36	1.16	65.34	0.86	0.86	
chr11	-	640188	640208	3	20	1816.73	640471	640495	4	24	2386.08	307	4202.81	12.7	21.1	0.0	95.18	0.8	0.8	DRD4 DRD4 DRD4 DRD4
