Chro	strand	start	end	#CGs	length	score	cov_control	cov_tumor	meth_control	meth_tumor
chr1	+	109667984	109668005	4	21	355.24	5.8	6.33	0.0	40.42	
chr1	+	109740400	109740422	3	22	160.87	6.5	6.67	0.0	25.0	
chr1	+	110068010	110068030	3	20	94.61	2.57	5.4	0.0	41.67	
chr1	+	110068039	110068063	3	24	68.88	2.6	5.4	0.0	30.33	
chr1	+	110069020	110069043	3	23	35.88	2.12	5.5	0.0	13.89	
chr1	+	111271193	111271216	3	23	202.36	4.38	7.14	0.0	43.33	
chr1	+	111619814	111619832	3	18	71.8	8.0	7.0	0.0	13.57	
chr1	+	111740342	111740363	3	21	115.52	5.0	6.57	0.0	35.71	
chr1	+	111740355	111740373	3	18	140.4	5.0	5.88	0.0	45.0	
chr1	+	111740622	111740644	3	22	78.5	5.2	6.57	0.0	26.67	
chr1	+	112509522	112509544	3	22	471.9	3.29	5.67	0.0	72.59	
chr1	+	112675185	112675208	3	23	62.43	7.5	2.67	0.0	45.83	
chr1	+	112718911	112718934	4	23	81.38	5.4	3.0	0.0	36.11	
chr1	+	113390412	113390432	3	20	61.69	4.75	4.33	0.0	30.56	
chr1	+	113390802	113390826	3	24	27.56	5.0	5.5	0.0	35.0	
chr1	+	113759172	113759192	3	20	182.7	3.5	5.67	0.0	35.29	
chr1	+	114152555	114152573	3	18	83.8	6.14	4.67	0.0	45.0	
chr1	+	114152880	114152904	4	24	135.42	6.33	4.2	0.0	39.0	
chr1	+	114511189	114511213	3	24	137.01	3.0	7.0	0.0	19.44	
chr1	+	115838176	115838198	4	22	120.18	3.64	3.55	0.0	35.61	
chr1	+	115838178	115838198	3	20	79.04	3.62	3.62	0.0	32.29	
chr1	+	115838192	115838214	4	22	102.51	3.82	4.11	0.0	37.96	
chr1	+	115838198	115838221	4	23	106.87	3.82	4.5	0.0	45.83	
chr1	+	115838209	115838233	4	24	97.48	3.82	4.5	0.0	41.67	
chr1	+	115838214	115838233	3	19	56.34	3.88	4.5	0.0	33.33	
chr1	+	116374531	116374550	3	19	259.61	5.0	5.75	0.0	47.71	
chr1	+	116667202	116667225	4	23	207.12	2.82	5.33	0.0	22.22	
chr1	+	117367628	117367646	3	18	207.56	4.38	6.67	0.0	23.52	
chr1	+	117606639	117606659	3	20	85.55	4.6	3.5	0.0	30.55	
chr1	+	119002075	119002098	3	23	149.63	5.0	5.14	0.0	50.95	
chr1	+	119007757	119007777	3	20	182.38	5.0	5.12	0.0	58.33	
chr1	+	119008555	119008573	3	18	117.37	4.0	5.33	0.0	41.67	
chr1	+	120850696	120850716	3	20	56.34	2.5	3.0	0.0	50.0	
chr1	+	121009344	121009365	3	21	111.91	9.5	4.29	0.0	52.14	
chr1	+	121048726	121048750	4	24	227.56	5.0	5.5	0.0	86.61	
chr1	+	121048729	121048750	3	21	171.83	5.25	5.5	0.0	86.91	
chr1	+	121395945	121395967	3	22	100.88	4.4	5.14	0.0	32.38	
chr1	+	143332842	143332863	3	21	240.37	3.0	4.0	0.0	91.67	
chr1	+	143334546	143334567	3	21	248.97	3.0	3.33	0.0	96.3	
chr1	+	143334556	143334579	3	23	225.13	3.0	3.33	0.0	85.19	
chr1	+	143334601	143334622	3	21	243.36	3.0	3.33	0.0	91.67	
chr1	+	143652960	143652983	4	23	582.65	2.4	5.73	0.0	83.18	
chr1	+	143652963	143652983	3	20	513.95	2.25	5.67	0.0	83.89	
chr1	+	143736178	143736201	3	23	192.88	2.5	4.14	0.0	82.38	
chr1	+	143905723	143905746	3	23	123.43	2.4	5.14	0.0	43.33	
chr1	+	143972728	143972752	3	24	88.77	3.5	6.0	0.0	30.55	
chr1	+	143973467	143973488	3	21	60.2	3.5	6.0	0.0	20.56	
chr1	+	143973481	143973503	3	22	39.81	3.5	6.0	0.0	15.56	
chr1	+	143973707	143973727	3	20	42.59	3.6	6.0	0.0	13.89	
chr1	+	143974172	143974195	3	23	54.46	3.0	6.5	0.0	17.38	
chr1	+	143974310	143974329	3	19	56.33	3.0	6.5	0.0	16.66	
chr1	+	144076420	144076440	3	20	113.0	2.38	7.5	0.0	19.91	
chr1	+	144077251	144077275	3	24	187.48	2.67	6.67	0.0	30.29	
chr1	+	144077422	144077441	3	19	107.63	2.43	7.5	0.0	18.45	
chr1	+	144077691	144077715	3	24	354.79	2.5	7.0	0.0	54.07	
chr1	+	144077752	144077771	3	19	231.43	2.33	7.0	0.0	35.93	
chr1	+	144077947	144077968	3	21	115.79	2.5	6.62	0.0	19.91	
chr1	+	144078101	144078124	4	23	201.92	2.4	7.17	0.0	23.12	
chr1	+	144078106	144078124	3	18	173.92	2.38	7.22	0.0	26.39	
chr1	+	144180177	144180199	3	22	79.01	4.5	4.33	0.0	30.55	
chr1	+	144642393	144642413	6	20	110.11	5.36	7.67	0.0	17.14	
chr1	+	144642437	144642460	3	23	69.58	5.8	7.0	0.0	19.5	
chr1	+	144642532	144642553	3	21	91.46	5.5	8.5	0.0	53.75	
chr1	+	144642580	144642604	3	24	66.27	5.8	11.0	0.0	30.95	
chr1	+	144642647	144642671	4	24	113.39	5.2	7.67	0.0	26.48	
chr1	+	144642650	144642671	3	21	99.12	5.5	7.0	0.0	27.78	
chr1	+	144642695	144642719	4	24	105.52	5.5	7.67	0.0	24.64	
chr1	+	144642698	144642722	4	24	111.47	5.5	7.67	0.0	26.03	
chr1	+	144642717	144642736	4	19	111.47	5.5	7.67	0.0	26.03	
chr1	+	144642722	144642744	3	22	66.61	5.5	7.0	0.0	18.67	
chr1	+	144642774	144642798	3	24	55.9	5.0	8.5	0.0	19.58	
chr1	+	144642779	144642803	4	24	114.52	5.0	11.0	0.0	40.12	
chr1	+	144642803	144642826	3	23	93.11	5.0	8.5	0.0	32.62	
chr1	+	144642865	144642885	3	20	99.91	5.33	8.5	0.0	35.0	
chr1	+	144642999	144643021	4	22	136.79	5.29	11.0	0.0	47.92	
chr1	+	144643021	144643045	3	24	123.71	5.2	11.0	0.0	57.78	
chr1	+	144643042	144643065	4	23	165.34	5.5	11.0	0.0	57.92	
chr1	+	144643045	144643068	4	23	165.34	5.5	11.0	0.0	57.92	
chr1	+	144643063	144643085	4	22	174.72	5.5	9.0	0.0	66.33	
chr1	+	144643065	144643085	3	20	156.88	5.5	8.5	0.0	76.67	
chr1	+	144643085	144643109	4	24	97.41	5.5	7.67	0.0	37.22	
chr1	+	144643104	144643123	5	19	85.64	5.5	9.33	0.0	20.0	
chr1	+	144643200	144643223	3	23	66.61	5.5	8.5	0.0	23.33	
chr1	+	144643203	144643226	3	23	61.85	5.5	7.0	0.0	17.33	
chr1	+	144643223	144643247	4	24	85.64	5.5	7.67	0.0	20.0	
chr1	+	144643226	144643250	4	24	95.15	5.5	9.0	0.0	26.67	
chr1	+	144643247	144643268	5	21	148.68	5.67	9.33	0.0	34.72	
chr1	+	144643250	144643268	4	18	112.99	5.71	9.0	0.0	31.67	
chr1	+	144643260	144643284	4	24	117.76	5.71	7.67	0.0	27.5	
chr1	+	144643265	144643289	4	24	128.46	5.71	9.0	0.0	36.0	
chr1	+	144643268	144643289	3	21	92.78	5.8	8.5	0.0	32.5	
chr1	+	144643325	144643347	6	22	240.27	5.36	9.57	0.0	48.1	
chr1	+	144643327	144643350	6	23	268.82	5.2	9.57	0.0	53.81	
chr1	+	144643330	144643350	5	20	221.24	5.12	9.33	0.0	51.67	
chr1	+	144643347	144643369	3	22	92.78	5.2	11.0	0.0	43.33	
chr1	+	144643350	144643374	3	24	92.78	5.2	11.0	0.0	43.33	
chr1	+	144643398	144643421	4	23	79.87	5.5	9.0	0.0	22.38	
chr1	+	144643481	144643503	4	22	145.28	5.5	7.67	0.0	33.93	
chr1	+	144643498	144643522	5	24	177.23	5.5	7.25	0.0	31.04	
chr1	+	144643500	144643522	4	22	153.44	5.5	7.67	0.0	35.83	
chr1	+	144643503	144643522	3	19	99.91	5.5	8.5	0.0	35.0	
chr1	+	144643520	144643542	4	22	93.96	5.5	6.71	0.0	18.81	
chr1	+	144643522	144643542	3	20	70.17	5.5	6.0	0.0	16.39	
chr1	+	144643607	144643628	3	21	99.14	5.5	6.6	0.0	46.67	
chr1	+	144859157	144859178	3	21	437.08	1.33	4.33	0.0	96.3	
chr1	+	144883167	144883186	3	19	163.27	2.29	4.25	0.0	36.46	
chr1	+	146297832	146297856	3	24	28.17	2.2	1.0	0.0	75.0	
chr1	+	146297965	146297987	3	22	28.17	2.2	1.0	0.0	100.0	
chr1	+	146297987	146298010	5	23	46.95	2.14	1.0	0.0	83.33	
chr1	+	146297992	146298010	4	18	37.56	2.0	1.0	0.0	80.0	
chr1	+	146297997	146298020	4	23	37.56	2.0	1.0	0.0	80.0	
chr1	+	146298004	146298026	4	22	37.56	2.0	1.0	0.0	80.0	
chr1	+	146298010	146298029	4	19	37.56	2.14	1.0	0.0	100.0	
chr1	+	146298020	146298043	4	23	37.56	2.38	1.0	0.0	100.0	
chr1	+	146298096	146298114	3	18	28.17	3.33	1.0	0.0	50.0	
chr1	+	146298110	146298134	4	24	37.56	2.6	1.0	0.0	66.67	
chr1	+	146298114	146298134	3	20	28.17	2.5	1.0	0.0	75.0	
chr1	+	147080400	147080419	3	19	236.57	3.0	3.67	0.0	55.56	
chr1	+	148951991	148952014	4	23	314.52	4.09	8.7	0.0	35.93	
chr1	+	148951996	148952014	3	18	295.06	4.0	8.0	0.0	37.7	
chr1	+	149103478	149103496	4	18	59.18	3.5	4.5	0.0	20.83	
chr1	+	149390628	149390647	4	19	38.92	4.5	3.33	0.0	25.0	
chr1	+	149390635	149390658	3	23	25.95	4.6	3.2	0.0	20.0	
chr1	+	149390647	149390667	4	20	34.6	4.4	3.33	0.0	22.22	
chr1	+	149792851	149792873	3	22	47.63	6.0	8.0	0.0	16.67	
chr1	+	149792918	149792941	3	23	90.69	4.62	8.0	0.0	36.67	
chr1	+	149840492	149840511	3	19	42.72	7.0	6.0	0.0	10.83	
chr1	+	150149536	150149557	3	21	63.31	3.44	6.25	0.0	12.92	
chr1	+	150926143	150926161	3	18	181.87	4.0	4.5	0.0	56.25	
chr1	+	150974369	150974390	3	21	185.53	4.5	4.12	0.0	39.58	
chr1	+	151146301	151146324	3	23	101.56	4.5	5.0	0.0	27.08	
chr1	+	151458760	151458779	3	19	178.72	4.5	6.0	0.0	24.44	
chr1	+	151612066	151612090	3	24	159.6	6.0	6.88	0.0	31.06	
chr1	+	152111250	152111270	3	20	109.4	6.0	4.6	0.0	46.67	
chr1	+	152189372	152189394	3	22	206.27	4.25	5.38	0.0	50.42	
chr1	+	153261341	153261365	3	24	303.21	7.71	5.0	0.0	37.41	
chr1	+	153922558	153922579	4	21	64.88	6.33	8.33	0.0	13.89	
chr1	+	154353183	154353204	3	21	170.7	3.62	5.71	0.0	39.29	
chr1	+	154405299	154405322	3	23	75.4	6.14	7.5	0.0	22.22	
chr1	+	155051072	155051096	4	24	140.91	6.0	5.18	0.0	21.06	
chr1	+	155051082	155051100	4	18	174.03	6.0	5.18	0.0	26.82	
chr1	+	155194694	155194712	5	18	137.47	4.21	7.5	0.0	27.0	
chr1	+	155688058	155688082	3	24	100.03	1.6	3.71	0.0	39.29	
chr1	+	155688551	155688571	4	20	65.67	1.5	3.67	0.0	25.93	
chr1	+	156053765	156053784	3	19	95.74	3.38	5.67	0.0	17.78	
chr1	+	156194404	156194422	3	18	141.13	4.33	9.0	0.0	32.22	
chr1	+	156213596	156213620	3	24	105.52	6.0	9.5	0.93	24.17	
chr1	+	156676819	156676842	3	23	367.74	5.0	7.62	0.0	71.54	
chr1	+	156676926	156676949	3	23	253.09	6.5	7.0	0.0	45.19	
chr1	+	156676946	156676968	4	22	349.22	5.43	7.0	0.0	49.65	
chr1	+	156676949	156676968	3	19	292.72	5.0	7.0	0.0	56.61	
chr1	+	156676959	156676983	3	24	295.48	5.0	7.0	0.0	56.95	
chr1	+	156726103	156726122	3	19	97.62	6.5	7.57	0.0	18.37	
chr1	+	156729100	156729122	3	22	134.14	5.0	7.0	0.0	23.81	
chr1	+	156860646	156860667	3	21	214.59	5.17	6.0	0.0	46.2	
chr1	+	157045599	157045618	4	19	143.84	7.0	5.6	0.0	35.36	
chr1	+	157138561	157138582	4	21	143.58	5.64	3.5	0.0	20.62	
chr1	+	157138575	157138595	3	20	139.08	5.75	3.8	0.0	23.33	
chr1	+	160032115	160032138	4	23	112.88	4.0	8.0	0.0	21.17	
chr1	+	160343228	160343246	3	18	114.77	3.57	6.12	0.0	27.08	
chr1	+	161306100	161306122	3	22	122.52	4.14	7.5	0.0	31.95	
chr1	+	161306201	161306219	3	18	93.11	3.75	7.5	0.0	23.61	
chr1	+	162498081	162498101	3	20	70.18	4.86	4.14	0.0	34.29	
chr1	+	162561709	162561728	3	19	75.2	6.5	7.0	0.0	25.59	
chr1	+	162561882	162561902	4	20	141.75	7.0	8.0	0.0	29.29	
chr1	+	165827707	165827731	3	24	86.07	5.5	7.5	0.0	30.55	
chr1	+	165827935	165827953	3	18	55.34	6.0	8.0	0.0	21.67	
chr1	+	165827984	165828008	4	24	56.53	6.0	7.5	0.0	13.19	
chr1	+	165828082	165828105	4	23	96.58	6.43	7.5	0.0	22.64	
chr1	+	165828084	165828105	3	21	89.37	6.0	7.5	0.0	28.33	
chr1	+	165828362	165828381	3	19	66.29	6.0	8.0	0.0	18.33	
chr1	+	166947713	166947735	3	22	103.23	6.2	4.0	0.0	50.0	
chr1	+	167553552	167553573	3	21	319.01	4.67	7.67	0.0	37.04	
chr1	+	167721910	167721928	3	18	118.31	4.5	8.0	0.0	26.39	
chr1	+	167721928	167721951	3	23	94.84	4.5	7.62	0.0	16.04	
chr1	+	167721998	167722022	3	24	265.33	4.5	7.0	0.0	49.58	
chr1	+	167722020	167722043	4	23	213.24	4.5	7.0	0.0	31.43	
chr1	+	167722022	167722043	3	21	133.37	4.5	7.0	0.0	26.03	
chr1	+	168226159	168226178	4	19	95.6	5.4	5.8	0.0	20.0	
chr1	+	171485816	171485836	3	20	44.27	6.0	6.5	0.0	15.28	
chr1	+	171485832	171485853	3	21	46.94	6.0	6.5	0.0	16.66	
chr1	+	178094574	178094598	4	24	224.31	7.33	5.0	0.0	49.67	
chr1	+	178543114	178543135	3	21	345.01	6.67	6.33	0.0	42.04	
chr1	+	178605697	178605720	3	23	105.34	4.6	2.25	0.0	58.33	
chr1	+	179026026	179026045	3	19	82.16	3.6	6.5	0.0	29.17	
chr1	+	179026045	179026068	3	23	35.09	3.6	6.5	0.0	11.67	
chr1	+	179026333	179026355	3	22	66.31	3.25	6.8	0.0	26.67	
chr1	+	179026353	179026375	3	22	70.63	3.4	6.5	0.0	23.61	
chr1	+	179026355	179026379	3	24	54.99	3.4	6.5	0.0	18.06	
chr1	+	183023183	183023207	4	24	306.22	2.36	4.91	0.0	42.42	
chr1	+	183023195	183023219	4	24	254.92	2.36	5.2	0.0	35.0	
chr1	+	183023200	183023219	3	19	151.64	2.33	5.43	0.0	23.81	
chr1	+	183023207	183023229	3	22	184.88	2.33	5.0	0.0	29.17	
chr1	+	184387073	184387092	3	19	134.82	4.33	4.88	0.0	23.96	
chr1	+	201023154	201023176	4	22	271.88	7.67	9.82	0.0	21.93	
chr1	+	201023157	201023176	3	19	244.65	7.43	9.75	0.0	26.58	
chr1	+	201023176	201023195	3	19	194.31	7.83	10.0	0.0	17.24	
chr1	+	201023287	201023310	3	23	228.11	7.43	10.0	0.0	22.01	
chr1	+	201171351	201171372	3	21	61.01	6.0	5.4	0.0	30.67	
chr1	+	201982528	201982551	3	23	174.29	5.0	4.67	0.0	35.93	
chr1	+	201982632	201982653	3	21	106.52	3.57	5.43	0.0	25.48	
chr1	+	201982653	201982677	3	24	223.63	3.25	4.67	0.0	48.89	
chr1	+	201982937	201982959	3	22	129.17	3.25	5.14	0.0	35.0	
chr1	+	204685111	204685133	3	22	203.0	4.62	7.33	0.0	30.42	
chr1	+	204685213	204685232	3	19	268.42	4.62	7.33	0.0	41.02	
chr1	+	204685223	204685243	3	20	222.13	4.62	7.33	0.0	33.81	
chr1	+	205430793	205430814	3	21	138.39	5.0	4.14	0.0	32.14	
chr1	+	205529139	205529161	3	22	141.09	5.33	7.5	0.0	22.29	
chr1	+	205529159	205529181	3	22	101.61	5.33	7.5	0.0	16.04	
chr1	+	205529181	205529205	3	24	124.76	5.0	6.88	0.0	20.21	
chr1	+	206507098	206507117	4	19	256.05	5.2	7.33	0.0	31.39	
chr1	+	206685359	206685378	3	19	90.12	6.0	3.5	0.0	18.54	
chr1	+	207321756	207321777	3	21	224.9	5.0	6.0	0.0	28.89	
chr1	+	207454724	207454743	3	19	59.21	4.0	5.0	0.0	33.33	
chr1	+	207910959	207910983	4	24	214.11	3.0	8.12	0.0	40.62	
chr1	+	207911086	207911105	3	19	187.38	3.0	7.0	0.0	45.46	
chr1	+	209938095	209938118	3	23	182.6	5.5	3.5	0.0	52.08	
chr1	+	211326755	211326775	5	20	417.74	5.54	4.0	0.0	47.73	
chr1	+	211416400	211416419	4	19	372.85	3.91	5.64	0.0	63.14	
chr1	+	211416452	211416476	3	24	267.84	4.43	5.33	0.0	57.3	
chr1	+	211416543	211416561	3	18	241.5	4.43	5.38	0.0	60.82	
chr1	+	211416561	211416583	3	22	274.95	5.0	4.78	0.0	64.54	
chr1	+	211416594	211416614	3	20	279.23	5.0	4.67	0.0	66.82	
chr1	+	211416614	211416634	3	20	245.87	4.33	5.0	0.0	66.55	
chr1	+	211416631	211416654	3	23	243.21	4.33	5.0	0.0	65.92	
chr1	+	211416634	211416657	3	23	267.05	4.43	4.67	0.0	64.15	
chr1	+	211416654	211416674	5	20	409.25	4.33	4.86	0.0	63.26	
chr1	+	211416668	211416690	5	22	397.52	4.08	5.08	0.0	66.21	
chr1	+	211416671	211416694	5	23	389.69	4.08	4.86	0.0	60.29	
chr1	+	211416674	211416694	4	20	316.63	3.91	4.91	0.0	62.34	
chr1	+	211416765	211416785	4	20	283.72	4.2	4.67	0.0	51.29	
chr1	+	211416864	211416884	3	20	240.62	4.33	4.67	0.0	57.96	
chr1	+	211416870	211416893	3	23	221.31	4.33	4.67	0.0	53.33	
chr1	+	211416893	211416912	5	19	360.44	4.08	4.86	0.0	55.87	
chr1	+	211416900	211416922	4	22	301.7	4.2	4.91	0.0	59.52	
chr1	+	211416909	211416932	4	23	313.25	3.91	4.91	0.0	61.73	
chr1	+	211416912	211416932	3	20	244.36	4.0	4.67	0.0	58.78	
chr1	+	211416922	211416946	4	24	337.24	4.2	4.67	0.0	60.75	
chr1	+	213015527	213015547	3	20	74.85	5.0	7.14	0.0	16.67	
chr1	+	217140199	217140222	3	23	135.2	6.8	4.5	0.0	69.17	
chr1	+	218165595	218165613	3	18	111.61	3.6	7.5	0.0	32.64	
chr1	+	218165658	218165677	3	19	48.19	3.5	7.5	0.0	14.05	
chr1	+	218345942	218345962	3	20	102.32	4.43	4.67	0.0	24.44	
chr1	+	221741360	221741378	3	18	144.86	3.0	6.33	0.0	27.51	
chr1	+	223123828	223123852	3	24	55.08	5.0	7.0	0.0	12.22	
chr1	+	223712765	223712785	3	20	78.39	5.0	7.5	0.0	28.83	
chr1	+	225652584	225652608	3	24	121.31	6.33	5.5	0.0	30.55	
chr1	+	225652845	225652863	3	18	177.27	6.0	5.5	0.0	42.22	
chr1	+	225653043	225653067	3	24	153.43	6.0	5.5	0.0	36.67	
chr1	+	225653062	225653082	3	20	214.57	6.0	5.5	0.0	50.0	
chr1	+	225653110	225653133	3	23	160.35	6.33	5.5	0.0	38.89	
chr1	+	225653261	225653279	3	18	125.16	6.75	6.0	0.0	40.67	
chr1	+	225653605	225653625	3	20	82.96	6.33	6.0	0.0	20.56	
chr1	+	226061879	226061903	3	24	146.63	7.43	4.62	0.0	26.04	
chr1	+	226122250	226122271	4	21	346.55	6.5	5.45	0.0	41.21	
chr1	+	226122271	226122295	3	24	169.5	6.5	5.5	0.0	25.12	
chr1	+	226308728	226308749	3	21	164.29	4.17	6.0	0.0	26.39	
chr1	+	226407645	226407666	3	21	89.85	4.38	4.57	0.0	29.76	
chr1	+	226407650	226407670	3	20	124.17	4.57	4.25	0.0	37.5	
chr1	+	227318695	227318718	3	23	71.52	5.5	2.5	0.0	50.0	
chr1	+	227947620	227947641	5	21	238.66	6.18	4.86	0.0	36.31	
chr1	+	227947622	227947641	4	19	192.02	6.0	4.91	0.0	37.12	
chr1	+	227947639	227947661	3	22	166.15	5.5	4.67	0.0	38.89	
chr1	+	228006983	228007006	4	23	266.68	3.8	4.67	0.0	31.11	
chr1	+	228006989	228007008	4	19	217.55	3.8	4.67	0.0	26.25	
chr1	+	228109399	228109423	3	24	81.73	5.0	6.5	0.0	26.39	
chr1	+	228406303	228406327	4	24	105.81	4.0	6.75	0.0	27.08	
chr1	+	228406309	228406327	3	18	46.39	4.0	7.4	0.0	18.33	
chr1	+	229433876	229433895	3	19	266.25	2.2	5.25	0.0	62.92	
chr1	+	230425886	230425906	4	20	117.12	5.5	7.67	0.0	20.93	
chr1	+	230869077	230869098	3	21	76.05	3.25	6.5	0.0	15.0	
chr1	+	231162570	231162590	3	20	84.88	4.5	6.14	0.0	30.37	
chr1	+	231162904	231162922	3	18	112.1	4.5	6.14	0.0	36.67	
chr1	+	231162915	231162939	3	24	111.19	4.5	7.0	0.0	33.33	
chr1	+	232630536	232630554	3	18	59.81	4.5	5.86	0.0	17.14	
chr1	+	233614079	233614098	4	19	99.26	5.0	7.33	0.0	28.33	
chr1	+	233614089	233614113	4	24	74.93	5.8	8.0	0.0	25.67	
chr1	+	233614095	233614116	4	21	82.72	7.0	7.33	0.0	23.61	
chr1	+	233614098	233614116	3	18	53.52	7.0	7.75	0.0	22.92	
chr1	+	233614437	233614455	3	18	114.5	7.0	6.0	0.0	44.44	
chr1	+	240091672	240091696	3	24	141.2	3.88	7.0	0.0	42.5	
chr1	+	240091761	240091784	4	23	78.28	3.8	7.0	0.0	18.75	
chr1	+	240091763	240091787	4	24	76.98	3.9	7.0	0.0	19.79	
chr1	+	241424385	241424409	3	24	145.82	2.86	5.0	0.0	29.07	
chr1	+	243256063	243256083	3	20	86.66	4.75	3.29	0.0	47.62	
chr1	+	244047850	244047871	3	21	87.11	6.0	6.5	0.0	29.17	
chr1	+	244048574	244048597	4	23	96.87	6.5	6.5	0.0	24.52	
chr1	+	244048578	244048597	3	19	73.4	6.5	6.5	0.0	24.36	
chr1	+	244048643	244048663	3	20	55.31	6.5	6.5	0.0	18.61	
chr1	+	244049112	244049134	3	22	42.63	4.67	6.5	0.0	14.88	
chr1	+	244049183	244049207	3	24	37.69	5.71	6.5	0.0	12.5	
chr1	+	244049263	244049283	3	20	45.92	4.71	6.5	0.0	15.28	
chr1	+	244049278	244049299	3	21	43.25	4.57	6.5	0.0	13.89	
chr1	+	244049283	244049304	3	21	47.57	4.75	6.8	0.0	18.33	
chr1	+	244864502	244864525	3	23	66.06	6.33	7.5	0.0	15.28	
chr1	+	244864525	244864544	3	19	59.77	6.75	7.5	0.0	15.83	
chr1	+	245198945	245198968	3	23	278.65	5.43	4.38	0.0	55.42	
chr1	+	246724239	246724263	3	24	30.74	5.0	6.5	0.0	10.28	
chr1	+	247331460	247331484	3	24	228.47	3.0	4.5	0.0	47.29	
chr1	+	247331932	247331955	3	23	96.98	3.4	4.14	0.0	30.61	
chr1	+	247639436	247639459	3	23	263.42	3.6	4.0	0.0	72.22	
chr1	+	247639596	247639617	4	21	384.54	3.43	4.0	0.0	78.61	
chr1	+	248826286	248826308	3	22	166.8	4.2	5.5	0.0	33.33	
chr1	-	457031	457055	3	24	259.48	1.0	4.0	0.0	84.44	
chr1	-	605437	605457	3	20	90.3	1.0	2.57	0.0	50.0	
chr1	-	959451	959469	4	18	219.56	6.5	6.45	0.0	21.82	
chr1	-	959458	959482	4	24	199.44	5.89	6.7	0.0	21.86	
chr1	-	959462	959482	3	20	168.15	5.71	6.62	0.0	23.15	
chr1	-	959469	959490	3	21	242.1	5.71	6.62	0.0	27.74	
chr1	-	995933	995956	3	23	133.51	5.0	6.4	0.0	50.0	
chr1	-	1033338	1033356	3	18	130.76	4.5	4.12	0.0	29.17	
chr1	-	1062478	1062502	3	24	486.17	5.57	4.67	0.0	61.11	
chr1	-	1208939	1208958	3	19	137.43	7.0	5.5	0.0	34.38	
chr1	-	1348635	1348658	3	23	118.6	8.0	6.0	0.0	32.11	
chr1	-	1349465	1349484	3	19	190.07	5.88	6.0	0.0	38.33	
chr1	-	1355326	1355349	3	23	408.08	6.5	5.67	0.0	85.91	
chr1	-	1355349	1355368	3	19	397.96	6.5	5.67	0.0	82.67	
chr1	-	1355366	1355390	4	24	383.44	6.5	6.2	0.0	70.0	
chr1	-	1355368	1355390	3	22	245.61	6.5	6.43	0.0	64.29	
chr1	-	1355423	1355445	3	22	194.55	6.5	6.12	0.0	44.05	
chr1	-	1355431	1355452	3	21	270.77	6.5	6.12	0.0	63.32	
chr1	-	1355612	1355632	3	20	139.7	6.0	5.88	0.0	37.5	
chr1	-	1539885	1539905	3	20	202.6	4.33	3.67	0.0	44.81	
chr1	-	1616255	1616275	3	20	80.62	3.57	6.0	0.0	25.48	
chr1	-	1616257	1616281	3	24	65.59	3.57	6.0	0.0	22.62	
chr1	-	1778293	1778317	3	24	55.7	4.5	6.5	0.0	16.39	
chr1	-	1890438	1890460	3	22	120.99	7.17	8.2	0.0	31.67	
chr1	-	1890451	1890474	3	23	120.98	7.17	7.0	0.0	26.85	
chr1	-	1890939	1890962	3	23	73.85	6.71	7.5	0.0	14.44	
chr1	-	2189579	2189600	3	21	222.11	5.6	7.0	0.0	68.33	
chr1	-	2189594	2189616	3	22	226.49	6.5	6.14	0.0	67.5	
chr1	-	2189616	2189637	3	21	209.08	5.6	5.43	0.0	63.93	
chr1	-	2189637	2189656	3	19	248.11	5.6	5.5	0.0	64.38	
chr1	-	2189656	2189676	3	20	208.03	5.0	7.0	0.0	64.17	
chr1	-	2194537	2194559	4	22	107.87	4.0	6.5	0.0	26.88	
chr1	-	2194656	2194679	3	23	55.48	4.6	6.5	0.0	18.61	
chr1	-	2227688	2227708	3	20	73.81	6.0	4.75	0.0	26.04	
chr1	-	2227701	2227725	3	24	46.18	6.0	5.29	0.0	14.29	
chr1	-	2227956	2227977	3	21	51.4	7.14	6.0	0.0	18.61	
chr1	-	2314876	2314894	3	18	80.15	6.0	4.5	0.0	29.17	
chr1	-	2546771	2546794	3	23	240.17	6.5	7.5	0.0	36.11	
chr1	-	2577065	2577087	3	22	227.38	6.5	9.4	0.0	73.33	
chr1	-	2643181	2643201	4	20	106.73	4.12	3.75	0.0	28.12	
chr1	-	2758975	2758997	3	22	175.53	6.5	4.67	0.0	38.15	
chr1	-	2789944	2789963	3	19	138.83	4.0	6.29	0.0	27.55	
chr1	-	3004036	3004054	3	18	150.18	4.2	7.0	0.0	47.22	
chr1	-	3073785	3073808	3	23	347.13	4.4	4.67	0.0	69.63	
chr1	-	3094318	3094337	3	19	344.03	3.0	6.33	0.0	47.59	
chr1	-	3454559	3454582	3	23	45.67	10.0	4.5	0.0	20.83	
chr1	-	3454675	3454693	3	18	43.53	10.0	4.4	0.0	25.0	
chr1	-	3454755	3454778	3	23	67.65	10.0	5.5	3.33	26.39	
chr1	-	3454770	3454789	4	19	88.35	7.0	5.5	1.67	27.08	
chr1	-	3565104	3565126	3	22	346.41	3.57	9.0	0.0	41.68	
chr1	-	3598299	3598319	3	20	205.21	4.14	8.12	0.0	29.69	
chr1	-	3649574	3649595	3	21	213.11	4.5	7.5	0.0	52.78	
chr1	-	3652260	3652280	3	20	71.93	4.8	8.0	0.0	18.61	
chr1	-	4785029	4785051	3	22	137.57	3.0	2.71	0.0	64.29	
chr1	-	6180237	6180255	3	18	77.47	3.71	5.71	0.0	29.18	
